"RSTR_NM","DTL_ADRES","RN_DTL_ADRES","LO","LA","USE_PSB_NMPR","COLR_HOLD_ELEFN","COLR_HOLD_ARCDTN","CHCK_MATTER_NIGHT_OPN_AT","FCLTY_OPRN_AT"
"유리보건진료소","215-5","충청북도 청주시 청원구 오창읍 일신길 9",127.4727329,36.7537345,,2,,"N","Y"
"신동3리","522-0","충청북도 증평군 증평읍 삼일로2길 6-3 ",127.5823696,36.7793946,,1,,"N","Y"
"미덕경로당","646-4","충청북도 청주시 청원구 새터로59번길 30",127.4822518,36.6574194,,3,,"N","Y"
"율량사천동행정복지센터","991-0","충청북도 청주시 청원구 충청대로107번길 52",127.4904162,36.6665559,,1,,"N","Y"
"오창읍행정복지센터","324-6","충청북도 청주시 청원구 오창읍 두릉유리로 1137-1 ",127.4544579,36.7423403,,10,,"N","Y"
"장대4리경로당(재원아파트)","330-0","충청북도 청주시 청원구 오창읍 복현3길 16 (오창재원아파트)",127.4528432,36.7432732,,2,,"N","Y"
"창리4리경로당","9-3","충청북도 청주시 청원구 오창읍 공항로 988 (경희아파트)",127.4565285,36.7388239,,2,,"N","Y"
"복현2리경로당","390-0","충청북도 청주시 청원구 오창읍화복로 799",127.427265,36.749453,,2,,"N","Y"
"코아루아파트경로당","645-1","충청북도 청주시 청원구 오창읍 오창중앙로 21-14 ",127.4263215,36.707384,,2,,"N","Y"
"탑리경로당","264-0","충청북도 청주시 청원구 오창읍 탑리길 21-5 ",127.4482754,36.7084872,,3,,"N","Y"
"학소리할아버지경로당","270-1","충청북도 청주시 청원구 오창읍 학소길 42 ",127.4705082,36.7450506,,3,,"N","Y"
"입상1리경로당","228-0","충청북도 청주시 청원구 내수읍 입상1길 32 ",127.4884576,36.7216781,,3,,"N","Y"
"내수4,5리경로당","231-0","충청북도 청주시 청원구 내수읍 내수로 635 ",127.5292982,36.7209213,,2,,"N","Y"
"내수2리경로당","306-1","충청북도 청주시 청원구 내수읍 내수신안길 36-3 ",127.5261372,36.7210761,,2,,"N","Y"
"청북경로당","663-5 청북경로당","충청북도 청주시 청원구  내덕로7번길  82 , 청북경로당 (내덕동)",127.4794526,36.6590707,,3,,"N","Y"
"새동네경로당","828-16","충청북도 청주시 청원구 내덕동 828-16",127.4801642,36.6609338,,3,,"N","Y"
"효촌5리경로당","19-1","충청북도 청주시 상당구 남일면효촌송암길 20-30",127.5107649,36.5896997,,2,,"N","Y"
"추학3경로당","421-3","충청북도 청주시 청원구 북이면추학길 10-24",127.537531,36.762674,,2,,"Y","Y"
"용계1경로당","427-0","충청북도 청주시 청원구 북이면용계1길 53",127.515968,36.752324,,2,,"Y","Y"
"석성3경로당","472-0","충청북도 청주시 청원구 북이면남한이길 28",127.506961,36.757937,,4,,"Y","Y"
"봉서경로당","225 봉서경로당","충청북도 청주시 흥덕구  봉명로132번길  11 , 봉서경로당 (봉명동)",127.4566301,36.6383804,,4,,"N","Y"
"범고개경로당","187-28","충청북도 청주시 흥덕구 직지대로596번길 17 (봉명동)",127.459259,36.6423157,,2,,,"Y"
"봉명2송정동행정복지센터","1601 봉명2송정동주민센터","충청북도 청주시 흥덕구  주현로41번길  18 , 봉명2송정동주민센터 (봉명동)",127.4578482,36.6447016,,6,,,"Y"
"아이파크경로당","2752 봉명아이파크","충청북도 청주시 흥덕구  덕암로108번길  44   (봉명동, 봉명아이파크)",127.4597417,36.6519705,,3,,,"Y"
"삼정백조경로당","87 삼정백조경로당","충청북도 청주시 흥덕구  백봉로  244 , 삼정백조경로당 (봉명동)",127.4623612,36.6491358,,1,,,"Y"
"원봉경로당","2028 원봉경로당","충청북도 청주시 흥덕구  봉정로56번길  61 , 원봉경로당 (봉명동)",127.4593553,36.6484121,,4,,,"Y"
"화상1경로당","190-1","충청북도 청주시 청원구 북이면화상길 15",127.502685,36.748321,,2,,"Y","Y"
"만수경로당(봉명1동)","968 만수경로당","충청북도 청주시 흥덕구  봉명로205번길  17 , 만수경로당 (봉명동)",127.4642607,36.6406578,,3,,"N","Y"
"목련경로당","1106 목련경로당","충청북도 청주시 흥덕구  천수로47번길  7 , 목련경로당 (봉명동)",127.4624901,36.6392805,,2,,"N","Y"
"덕일경로당","173-100","충청북도 청주시 청원구 공항로33번길 7-11",127.4869413,36.6596963,,6,,"N","Y"
"현암1경로당","242-14","충청북도 청주시 청원구 북이면현암길 51",127.540001,36.743011,,4,,"Y","Y"
"북이면행정복지센터","4-8","충청북도 청주시 청원구 북이면 신대석성로 10 ",127.5416243,36.7389486,,13,,"N","Y"
"덕성그린아파트경로당","449-3 덕성 그린 아파트","충청북도 청주시 청원구  새터로  187   (사천동, 덕성 그린 아파트)",127.4716195,36.663586,,1,,"N","Y"
"대창아파트경로당","229-2","충청북도 청주시 청원구 사뜸로61번길 106 (사천동, 대창아파트)",127.4756058,36.6649959,,1,,"N","Y"
"복현4리경로당(수정아파트)","98-2","충청북도 청주시 청원구 오창읍 복현3길 27 (수정아파트)",127.4538302,36.7440684,,2,,"N","Y"
"증평송산LH5단지아파트","722-0","충청북도 증평군 증평읍 송산로 30 ()",127.5745082,36.7879703,,2,,"N","Y"
"가중1리경로당","192-9","충청북도 청주시 상당구 남일면 가중길 37",127.4785247,36.5762081,,3,,"N","Y"
"문주2리경로당","317-2","충청북도 청주시 상당구 남일면 참나무골길 4-27 ",127.5600135,36.5860942,,4,,"N","Y"
"송암2리경로당","452-0","충청북도 청주시 상당구 남일면 효촌송암1길 109-15",127.5198891,36.5902889,,2,,"N","Y"
"효촌6리경로당","202-9","충청북도 청주시 상당구 남일면 효촌송정1길 6-6",127.5101279,36.5880441,,2,,"N","Y"
"청주금빛도서관","327-0","충청북도 청주시 상당구 호미로 272 (금천동)",127.5118411,36.6310484,,0,,"N","Y"
"용담경로당","170-16 용담경로당","충청북도 청주시 상당구  탑동로  104-7, 용담경로당 (용담동)",127.5036881,36.6337536,,2,,,"Y"
"묵방1리경로당","300-5","충청북도 청주시 청원구 내수읍 묵방길 39-3",127.521778,36.689435,,2,,"N","Y"
"용담가좌경로당","210-4 용담가좌경로당","충청북도 청주시 상당구  용담로105번길  41 , 용담가좌경로당 (용담동)",127.5008934,36.6352252,,2,,,"Y"
"효촌8리경로당","35-11","충청북도 청주시 상당구 남일면 효촌송정1길 30 (주원애뜰 1차)",127.5103685,36.5863548,,2,,"N","Y"
"칸타빌더테라스2단지경로당","3157-0","충청북도 청주시 상당구 중고개로 104 (용암동, 칸타빌 더 테라스 2단지)",127.5209391,36.6147698,,3,,"N","Y"
"우미린에듀포레경로당","3150-0","충청북도 청주시 상당구 중고개로142번길 20 (용암동, 청주동남 우미린 에듀포레)",127.5209713,36.6172327,,3,,"N","Y"
"세영첼시빌경로당","421 가좌마을용담 세영 첼시빌 세영첼시빌경로당","충청북도 청주시 상당구  수영로  327 , 세영첼시빌경로당 (용담동, 가좌마을용담 세영 첼시빌)",127.5080186,36.6329915,,2,,,"Y"
"용담명암산성동행정복지센터","156-26","충청북도 청주시 상당구 교동로 149 (용담동)",127.5036362,36.6351251,,2,,,"Y"
"문화경로당","404-2 문화경로당","충청북도 청주시 청원구  우암로9번길  15 , 문화경로당 (우암동)",127.4804117,36.6521462,,5,,,"Y"
"덕암경로당","368-1 덕암경로당","충청북도 청주시 청원구  내덕로28번길  18 , 덕암경로당 (우암동)",127.4841803,36.6560346,,4,,,"Y"
"우암새마을금고","325-13 우암새마을금고","충청북도 청주시 청원구  향군로  30 , 우암새마을금고 (우암동)",127.4872885,36.6487733,,4,,,"Y"
"상당경로당","217-7 상당노인정","충청북도 청주시 청원구  대성로288번길  27-1, 상당노인정 (우암동)",127.4918295,36.6509858,,2,,,"Y"
"우암경로당","345 우암어린이집","충청북도 청주시 청원구  직지대로848번길  42 , 우암어린이집 (우암동)",127.4855313,36.6474684,,5,,,"Y"
"청도경로당","323-18 청도경로당","충청북도 청주시 청원구  직지대로  874-6, 청도경로당 (우암동)",127.4872591,36.6504928,,3,,,"Y"
"덕일한마음경로당","353-2 덕일한마음아파트 덕일한마음아파트","충청북도 청주시 청원구  향군로74번길  26 , 덕일한마음아파트 (우암동, 덕일한마음아파트)",127.4853193,36.6521912,,3,,,"Y"
"증평여자경로당","225-0","충청북도 증평군 증평읍 삼보로7길 49",127.579669,36.784331,,2,,"N","Y"
"주공1단지경로당","544-0","충청북도 증평군 증평읍 삼보로1길 21 (증평주공아파트)",127.5758439,36.7840886,,2,,"N","Y"
"파라디아1차A경로당","822-0","충청북도 증평군 증평읍 충청대로 1746 (파라디아아파트)",127.5801247,36.7851777,,1,,"N","Y"
"장동1리(남)경로당","182-0","충청북도 증평군 증평읍 윗장뜰길 87 ",127.5854892,36.7868339,,2,,"N","Y"
"평화아파트경로당","111-13 평화아파트 경로당","충청북도 청주시 청원구  상당로244번길  6   (우암동, 평화아파트 경로당)",127.4899577,36.649977,,4,,,"Y"
"창동4리여자","544-0","충청북도 증평군 증평읍 삼보로1길 21 (증평주공아파트)",127.5754605,36.7843837,,1,,"N","Y"
"쌍수1리경로당","317-13","충청북도 청주시 상당구 남일면 쌍수길 3",127.5110625,36.5777378,,4,,"N","Y"
"신주공3단지경로당","545-0","충청북도 증평군 증평읍 창신로 85 (증평주공3단지아파트)",127.5820452,36.7789478,,2,,"N","Y"
"오창롯데캐슬아파트경로당","810-2","충청북도 청주시 청원구 오창읍 중부로 760 (오창 롯데캐슬 더 하이스트)",127.436192,36.7101794,,3,,"N","Y"
"가산3리경로당","7-7","충청북도 청주시 상당구 남일면 가산1길 46",127.5026756,36.5736569,,3,,"N","Y"
"원마루공원","1363-0","충청북도 청주시 서원구 1순환로1137번길 20",127.4937038,36.6067808,,,,,"Y"
"교동2리","138-8","충청북도 증평군 증평읍 중앙로10길 25-6 ",127.5859034,36.7846714,,1,,"N","Y"
"문주1리경로당","152-1","충청북도 청주시 상당구 남일면 문주1길 33-2",127.5574204,36.577755,,3,,"N","Y"
"신송1리경로당","174-2","충청북도 청주시 상당구 남일면 신송1길 9-8",127.4893761,36.5786275,,4,,"N","Y"
